Timestamp;PM10;PTS;PM 2,5
2017-07-16 15:30:00;;;7
2017-07-16 16:30:00;;;14
2017-07-16 17:30:00;;;12
2017-07-16 18:30:00;;;11
2017-07-16 19:30:00;;;10
2017-07-16 20:30:00;;;35
2017-07-16 21:30:00;;;16
2017-07-16 22:30:00;;;28
2017-07-16 23:30:00;;;18
2017-07-17 00:30:00;;;18
2017-07-17 01:30:00;;;14
2017-07-17 02:30:00;;;16
2017-07-17 03:30:00;;;21
2017-07-17 04:30:00;;;23
2017-07-17 05:30:00;;;14
2017-07-17 06:30:00;;;25
2017-07-17 07:30:00;;;22
2017-07-17 08:30:00;;;19
2017-07-17 09:30:00;;;15
2017-07-17 10:30:00;;;8
2017-07-17 11:30:00;;;5
2017-07-17 12:30:00;;;3
2017-07-17 13:30:00;;;3
2017-07-17 14:30:00;;;4
2017-07-17 15:30:00;;;9
2017-07-17 16:30:00;;;16
2017-07-17 17:30:00;;;22
2017-07-17 18:30:00;;;36
2017-07-17 19:30:00;;;29
2017-07-17 20:30:00;;;33
2017-07-17 21:30:00;;;28
2017-07-17 22:30:00;;;23
2017-07-17 23:30:00;;;17
2017-07-18 00:30:00;;;21
2017-07-18 01:30:00;;;20
2017-07-18 02:30:00;;;19
2017-07-18 03:30:00;;;18
2017-07-18 04:30:00;;;10
2017-07-18 05:30:00;;;19
2017-07-18 06:30:00;;;18
2017-07-18 07:30:00;;;21
2017-07-18 08:30:00;;;24
2017-07-18 09:30:00;;;23
2017-07-18 10:30:00;;;21
2017-07-18 11:30:00;;;8
2017-07-18 12:30:00;;;7
2017-07-18 13:30:00;;88;6
2017-07-18 14:30:00;;;11
2017-07-18 15:30:00;;175;24
2017-07-18 16:30:00;;;20
2017-07-18 17:30:00;;;21
2017-07-18 18:30:00;101;196;31
2017-07-18 19:30:00;;;18
2017-07-18 20:30:00;;;62
2017-07-18 21:30:00;;;21
2017-07-18 22:30:00;;;14
2017-07-18 23:30:00;;;10
2017-07-19 00:30:00;;;14
2017-07-19 01:30:00;;;12
2017-07-19 02:30:00;;;12
2017-07-19 03:30:00;;;10
2017-07-19 04:30:00;;;12
2017-07-19 05:30:00;;;9
2017-07-19 06:30:00;;;12
2017-07-19 07:30:00;;;11
2017-07-19 08:30:00;50;94;11
2017-07-19 09:30:00;;;8
2017-07-19 10:30:00;;;7
2017-07-19 11:30:00;42;;8
2017-07-19 12:30:00;;;4
2017-07-19 13:30:00;;;6
2017-07-19 14:30:00;30;56;10
2017-07-19 15:30:00;;;11
2017-07-19 16:30:00;;;10
2017-07-19 17:30:00;;;11
2017-07-19 18:30:00;58;107;18
2017-07-19 19:30:00;;;19
2017-07-19 20:30:00;;;14
2017-07-19 21:30:00;;;14
2017-07-19 22:30:00;;;13
2017-07-19 23:30:00;;;14
2017-07-20 00:30:00;;;11
2017-07-20 01:30:00;;;10
2017-07-20 02:30:00;;;7
2017-07-20 03:30:00;;;9
2017-07-20 04:30:00;;;6
2017-07-20 05:30:00;;;
2017-07-20 06:30:00;;;15
2017-07-20 07:30:00;;;15
2017-07-20 08:30:00;48;93;10
2017-07-20 09:30:00;;;9
2017-07-20 10:30:00;;;8
2017-07-20 11:30:00;32;70;7
2017-07-20 12:30:00;;;4
2017-07-20 13:30:00;34;86;6
2017-07-20 14:30:00;;137;17
2017-07-20 15:30:00;;;11
2017-07-20 16:30:00;75;137;19
2017-07-20 17:30:00;95;178;20
2017-07-20 18:30:00;122;216;34
2017-07-20 19:30:00;113;209;34
2017-07-20 20:30:00;89;;26
2017-07-20 21:30:00;78;;23
2017-07-20 22:30:00;53;;19
2017-07-20 23:30:00;27;;14
2017-07-21 00:30:00;28;;10
2017-07-21 01:30:00;33;57;17
2017-07-21 02:30:00;27;;10
2017-07-21 03:30:00;28;;15
2017-07-21 04:30:00;22;;9
2017-07-21 05:30:00;40;;14
2017-07-21 06:30:00;66;114;19
2017-07-21 07:30:00;78;;18
2017-07-21 08:30:00;70;;11
2017-07-21 09:30:00;61;;11
2017-07-21 10:30:00;41;102;19
2017-07-21 11:30:00;32;77;7
2017-07-21 12:30:00;23;51;6
2017-07-21 13:30:00;22;63;6
2017-07-21 14:30:00;30;61;5
2017-07-21 15:30:00;34;59;6
2017-07-21 16:30:00;58;108;11
2017-07-21 17:30:00;108;242;22
2017-07-21 18:30:00;92;162;22
2017-07-21 19:30:00;142;248;33
2017-07-21 20:30:00;134;210;36
2017-07-21 21:30:00;121;192;27
2017-07-21 22:30:00;102;157;31
2017-07-21 23:30:00;88;125;25
2017-07-22 00:30:00;96;140;26
2017-07-22 01:30:00;72;101;26
2017-07-22 02:30:00;60;88;19
2017-07-22 03:30:00;43;59;19
2017-07-22 04:30:00;54;68;21
2017-07-22 05:30:00;79;101;29
2017-07-22 06:30:00;102;160;29
2017-07-22 07:30:00;88;129;28
2017-07-22 08:30:00;69;102;22
2017-07-22 09:30:00;85;152;22
2017-07-22 10:30:00;75;134;26
2017-07-22 11:30:00;69;117;22
2017-07-22 12:30:00;45;97;6
2017-07-22 13:30:00;35;58;5
2017-07-22 14:30:00;28;43;6
2017-07-22 15:30:00;31;56;7
2017-07-22 16:30:00;41;65;11
2017-07-22 17:30:00;65;143;19
2017-07-22 18:30:00;106;165;62
2017-07-22 19:30:00;82;147;33
2017-07-22 20:30:00;88;160;32
2017-07-22 21:30:00;87;161;34
2017-07-22 22:30:00;83;132;30
2017-07-22 23:30:00;68;111;19
2017-07-23 00:30:00;53;108;16
2017-07-23 01:30:00;54;99;16
2017-07-23 02:30:00;45;68;15
2017-07-23 03:30:00;44;67;12
2017-07-23 04:30:00;38;59;13
2017-07-23 05:30:00;27;54;9
2017-07-23 06:30:00;40;74;9
2017-07-23 07:30:00;81;173;17
2017-07-23 08:30:00;110;202;49
2017-07-23 09:30:00;63;118;30
2017-07-23 10:30:00;37;77;11
2017-07-23 11:30:00;46;92;9
2017-07-23 12:30:00;32;77;7
2017-07-23 13:30:00;25;61;8
2017-07-23 14:30:00;26;50;8
2017-07-23 15:30:00;25;64;6
2017-07-23 16:30:00;31;61;6
2017-07-23 17:30:00;44;85;10
2017-07-23 18:30:00;65;119;16
2017-07-23 19:30:00;65;109;22
2017-07-23 20:30:00;55;102;13
2017-07-23 21:30:00;47;;17
2017-07-23 22:30:00;52;;15
2017-07-23 23:30:00;48;;17
2017-07-24 00:30:00;45;70;19
2017-07-24 01:30:00;51;72;19
2017-07-24 02:30:00;38;48;17
2017-07-24 03:30:00;34;42;13
2017-07-24 04:30:00;32;50;13
2017-07-24 05:30:00;58;97;17
2017-07-24 06:30:00;75;132;18
2017-07-24 07:30:00;111;231;26
2017-07-24 08:30:00;134;236;44
2017-07-24 09:30:00;87;177;25
2017-07-24 10:30:00;50;104;12
2017-07-24 11:30:00;82;292;8
2017-07-24 12:30:00;44;123;6
2017-07-24 13:30:00;35;92;4
2017-07-24 14:30:00;36;84;4
2017-07-24 15:30:00;51;110;7
2017-07-24 16:30:00;45;115;10
2017-07-24 17:30:00;67;126;19
2017-07-24 18:30:00;71;129;17
2017-07-24 19:30:00;60;126;21
2017-07-24 20:30:00;46;81;20
2017-07-24 21:30:00;51;90;24
2017-07-24 22:30:00;61;101;18
2017-07-24 23:30:00;66;102;30
2017-07-25 00:30:00;47;64;16
2017-07-25 01:30:00;37;62;18
2017-07-25 02:30:00;35;40;16
2017-07-25 03:30:00;20;38;10
2017-07-25 04:30:00;23;37;11
2017-07-25 05:30:00;37;56;16
2017-07-25 06:30:00;77;142;17
2017-07-25 07:30:00;69;123;15
2017-07-25 08:30:00;71;147;12
2017-07-25 09:30:00;39;108;7
2017-07-25 10:30:00;32;87;4
2017-07-25 11:30:00;29;80;4
2017-07-25 12:30:00;20;59;3
2017-07-25 13:30:00;27;70;3
2017-07-25 14:30:00;30;70;4
2017-07-25 15:30:00;25;56;3
2017-07-25 16:30:00;39;90;11
2017-07-25 17:30:00;50;105;14
2017-07-25 18:30:00;75;142;15
2017-07-25 19:30:00;72;201;14
2017-07-25 20:30:00;36;73;8
2017-07-25 21:30:00;51;95;8
2017-07-25 22:30:00;69;;19
2017-07-25 23:30:00;49;;12
2017-07-26 00:30:00;47;;11
2017-07-26 01:30:00;45;;12
2017-07-26 02:30:00;52;63;15
2017-07-26 03:30:00;43;55;11
2017-07-26 04:30:00;38;44;12
2017-07-26 05:30:00;58;82;20
2017-07-26 06:30:00;79;140;20
2017-07-26 07:30:00;101;180;27
2017-07-26 08:30:00;67;120;21
2017-07-26 09:30:00;67;120;17
2017-07-26 10:30:00;61;101;10
2017-07-26 11:30:00;26;63;7
2017-07-26 12:30:00;30;69;
2017-07-26 13:30:00;27;60;6
2017-07-26 14:30:00;29;70;6
2017-07-26 15:30:00;33;83;9
2017-07-26 16:30:00;41;;6
2017-07-26 17:30:00;74;;19
2017-07-26 18:30:00;74;147;16
2017-07-26 19:30:00;75;;13
2017-07-26 20:30:00;89;;21
2017-07-26 21:30:00;61;;20
2017-07-26 22:30:00;69;;18
2017-07-26 23:30:00;57;;19
2017-07-27 00:30:00;48;;14
2017-07-27 01:30:00;48;;12
2017-07-27 02:30:00;61;86;16
2017-07-27 03:30:00;46;59;13
2017-07-27 04:30:00;41;57;9
2017-07-27 05:30:00;49;71;19
2017-07-27 06:30:00;56;106;12
2017-07-27 07:30:00;68;127;13
2017-07-27 08:30:00;64;122;16
2017-07-27 09:30:00;59;128;11
2017-07-27 10:30:00;43;100;16
2017-07-27 11:30:00;29;76;9
2017-07-27 12:30:00;32;59;9
2017-07-27 13:30:00;26;60;5
2017-07-27 14:30:00;30;61;11
2017-07-27 15:30:00;22;49;6
2017-07-27 16:30:00;36;77;5
2017-07-27 17:30:00;70;133;20
2017-07-27 18:30:00;101;164;52
2017-07-27 19:30:00;62;108;17
2017-07-27 20:30:00;52;145;20
2017-07-27 21:30:00;40;59;16
2017-07-27 22:30:00;42;;13
2017-07-27 23:30:00;37;;11
2017-07-28 00:30:00;42;;10
2017-07-28 01:30:00;37;;14
2017-07-28 02:30:00;44;66;15
2017-07-28 03:30:00;41;54;14
2017-07-28 04:30:00;24;45;9
2017-07-28 05:30:00;27;34;9
2017-07-28 06:30:00;65;119;19
2017-07-28 07:30:00;67;136;16
2017-07-28 08:30:00;35;83;6
2017-07-28 09:30:00;35;99;7
2017-07-28 10:30:00;39;71;9
2017-07-28 11:30:00;49;119;12
2017-07-28 12:30:00;46;127;39
2017-07-28 13:30:00;40;100;21
2017-07-28 14:30:00;36;93;4
2017-07-28 15:30:00;53;125;11
2017-07-28 16:30:00;60;;29
2017-07-28 17:30:00;74;;24
2017-07-28 18:30:00;48;;13
2017-07-28 19:30:00;67;137;18
2017-07-28 20:30:00;63;;17
2017-07-28 21:30:00;37;;8
2017-07-28 22:30:00;60;;16
2017-07-28 23:30:00;41;68;14
2017-07-29 00:30:00;44;;15
2017-07-29 01:30:00;25;40;9
2017-07-29 02:30:00;33;46;7
2017-07-29 03:30:00;32;39;9
2017-07-29 04:30:00;34;48;9
2017-07-29 05:30:00;40;58;8
2017-07-29 06:30:00;66;120;14
2017-07-29 07:30:00;77;144;20
2017-07-29 08:30:00;78;159;15
2017-07-29 09:30:00;43;77;6
2017-07-29 10:30:00;58;113;10
2017-07-29 11:30:00;36;100;7
2017-07-29 12:30:00;31;90;5
2017-07-29 13:30:00;29;93;4
2017-07-29 14:30:00;27;59;5
2017-07-29 15:30:00;31;72;9
2017-07-29 16:30:00;28;62;7
2017-07-29 17:30:00;36;77;7
2017-07-29 18:30:00;70;125;31
2017-07-29 19:30:00;86;159;35
2017-07-29 20:30:00;94;153;44
2017-07-29 21:30:00;44;74;21
2017-07-29 22:30:00;38;;19
2017-07-29 23:30:00;14;;7
2017-07-30 00:30:00;21;46;7
2017-07-30 01:30:00;16;31;10
2017-07-30 02:30:00;8;13;
2017-07-30 03:30:00;13;20;9
2017-07-30 04:30:00;8;25;5
2017-07-30 05:30:00;16;19;4
2017-07-30 06:30:00;19;35;10
2017-07-30 07:30:00;18;33;10
2017-07-30 08:30:00;19;37;5
2017-07-30 09:30:00;14;34;3
2017-07-30 10:30:00;14;27;4
2017-07-30 11:30:00;11;35;
2017-07-30 12:30:00;54;206;3
2017-07-30 13:30:00;28;80;3
2017-07-30 14:30:00;21;58;1
2017-07-30 15:30:00;12;37;7
2017-07-30 16:30:00;19;44;9
2017-07-30 17:30:00;32;;11
2017-07-30 18:30:00;30;;14
2017-07-30 19:30:00;31;;8
2017-07-30 20:30:00;24;47;7
2017-07-30 21:30:00;34;68;10
2017-07-30 22:30:00;31;56;7
2017-07-30 23:30:00;25;43;6
2017-07-31 00:30:00;22;41;7
2017-07-31 01:30:00;19;31;6
2017-07-31 02:30:00;7;16;
