SITUAÇÃO,SUBSTÂNCIA,TOPONÍMIA,MUNICÍPIO,Latitude,Longitude
Mina inativa,Agalmatolito,Barreado,Mateus Leme,"-19,967831","-44,446139"
Mina inativa,Agalmatolito,Barreado,Mateus Leme,"-19,953567","-44,449444"
Mina ativa,Agalmatolito,Mateus Leme/Sítio Novo,Mateus Leme,"-19,936139","-44,473361"
Mina ativa,Agalmatolito,Mina Velha,Pará de Minas,"-19,882611","-44,580833"
Mina ativa,Agalmatolito,Braquiária,Pará de Minas,"-19,878231","-44,582286"
Mina inativa,Agalmatolito,Pará de Minas,Pará de Minas,"-19,839867","-44,628278"
Mina inativa,Agalmatolito,Praxedes,Pará de Minas,"-19,812842","-44,659633"
Mina ativa,Agalmatolito,Serra dos Ferreiras,Onça do Pitangui,"-19,718081","-44,758881"
Mina ativa,Agalmatolito,Serra dos Ferreiras/Esperança,Onça do Pitangui,"-19,710556","-44,761194"
Mina inativa,Agalmatolito,Serra Grande,Onça do Pitangui,"-19,697561","-44,740956"
Mina inativa,Agalmatolito,Rio do Peixe,Pitangui,"-19,633808","-44,815989"
Mina inativa,Agalmatolito,Serra dos Ferreiras,Onça do Pitangui,"-19,696564","-44,784828"
Mina inativa,Agalmatolito,Matão,Onça do Pitangui,"-19,698417","-44,791417"
Mina inativa,Agalmatolito,Matão,Onça do Pitangui,"-19,696436","-44,790461"
Mina intermitente,Agalmatolito,Matão 1,Onça do Pitangui,"-19,691856","-44,789369"
Mina ativa,Agalmatolito,Antimes,Pitangui,"-19,665339","-44,824636"
Mina inativa,Agalmatolito,Antimes,Pitangui,"-19,6642","-44,807656"
Mina inativa,Agalmatolito,Córrego Seco,Pitangui,"-19,652753","-44,893244"
Mina inativa,Agalmatolito,Pitangui,Pitangui,"-19,653872","-44,907533"
Mina inativa,Agalmatolito,Campo Grande,Pitangui,"-19,616264","-44,9568"
Mina inativa,Agalmatolito,Serra Grande,Betim,"-19,894267","-44,248889"
Mina ativa,Agalmatolito (Pirofilita),Fazenda dos Gomes,Pará de Minas,"-19,882782","-44,581077"
Mina ativa,Agalmatolito (Pirofilita),Mineração Mateus Leme,Mateus Leme,"-19,937603","-44,471865"
Mina ativa,Agalmatolito (Pirofilita),Laginha,Pará de Minas,"-19,836305","-44,635376"
Mina ativa,Agalmatolito (Pirofilita),Mineração Mateus Leme,Mateus Leme,"-19,937251","-44,471556"
Garimpo inativo,Água-marinha,Barreiro,Pedra Azul,"-16,144322","-41,259636"
Garimpo inativo,Água-marinha,Palmaço,Jequitinhonha,"-16,352896","-41,267177"
Garimpo inativo,Água-marinha,Poço Redondo,Jequitinhonha,"-16,356621","-41,283623"
Mina inativa,Água-marinha,Santa Rosa,Franciscópolis,"-18,0295","-41,903103"
Garimpo inativo,Água-marinha,Xá-Peixe,Franciscópolis,"-18,065266","-41,981142"
Garimpo ativo,Água-marinha,Tolentino,Franciscópolis,"-17,99294","-41,860032"
Mina ativa,Água-marinha,Poquinho,Itambacuri,"-17,975226","-41,703886"
Garimpo inativo,Água-marinha,Caracatã I,Poté,"-17,872843","-41,845561"
Garimpo inativo,Água-marinha,Carrapato,Poté,"-17,873357","-41,843117"
Garimpo inativo,Água-marinha,Caracatã II,Poté,"-17,877113","-41,843177"
Garimpo inativo,Água-marinha,Tanque,Poté,"-17,878783","-41,873305"
Mina ativa,Água-marinha,Mineração Vala Danta,Resplendor,"-19,318686","-41,218209"
Garimpo inativo,Água-marinha,João Henrique,Resplendor,"-19,284403","-41,225394"
Garimpo inativo,Água-marinha,Joel,Resplendor,"-19,285715","-41,229673"
Garimpo ativo,Água-marinha,José Ramiro,Resplendor,"-19,286845","-41,239201"
Garimpo ativo,Água-marinha,Aldenir Nunes,Resplendor,"-19,282186","-41,219809"
Garimpo ativo,Água-marinha,Formiga I,Conselheiro Pena,"-18,937261","-41,286949"
Garimpo ativo,Água-marinha,Azarias I,Conselheiro Pena,"-19,028171","-41,324344"
Garimpo inativo,Água-marinha,João Modesto,Mendes Pimentel,"-18,669185","-41,454448"
Garimpo inativo,Água-marinha,Fazenda do Valter,Divino das Laranjeiras,"-18,795424","-41,469548"
Garimpo ativo,Água-marinha,Itatiaia II,Conselheiro Pena,"-19,235971","-41,444291"
Garimpo ativo,Água-marinha,Cascalho I,Conselheiro Pena,"-19,215484","-41,428349"
Garimpo inativo,Água-marinha,Orozimbo Coelho,Conselheiro Pena,"-19,060087","-41,421338"
Mina ativa,Água-marinha,Urucum / Geometa,Conselheiro Pena,"-19,023135","-41,45867"
Garimpo ativo,Água-marinha,Nestor,Alvarenga,"-19,49669","-41,717843"
Garimpo ativo,Água-marinha,Morro do Cascalho,Itanhomi,"-19,233708","-41,714331"
Garimpo ativo,Água-marinha,Córrego do Chico,Itanhomi,"-19,233935","-41,720362"
Garimpo ativo,Água-marinha,Chico Leme,Novo Cruzeiro,"-17,266754","-41,931224"
Garimpo ativo,Água-marinha,Braúna,Novo Cruzeiro,"-17,22942","-41,966094"
Garimpo inativo,Água-marinha,Paredão,Araçuaí,"-17,051857","-41,903752"
Garimpo ativo,Água-marinha,Duas Barras I,Padre Paraíso,"-17,044181","-41,410328"
Garimpo ativo,Água-marinha,Fazenda Bananal,Padre Paraíso,"-17,049155","-41,409791"
Mina ativa,Água-marinha,Pirizol I,Caraí,"-17,204948","-41,470517"
Mina ativa,Água-marinha,Milanês,Caraí,"-17,196272","-41,465826"
Garimpo ativo,Água-marinha,Caldeirão I,Padre Paraíso,"-17,055722","-41,483251"
Garimpo ativo,Água-marinha,Marambaia I,Caraí,"-17,212317","-41,438041"
Garimpo ativo,Água-marinha,Cruzeta,Padre Paraíso,"-17,0284","-41,480195"
Garimpo ativo,Água-marinha,Pedra Alta I,Ponto dos Volantes,"-17,035072","-41,369131"
Garimpo inativo,Água-marinha,Córrego Água Boa,Ponto dos Volantes,"-17,008697","-41,366725"
Garimpo ativo,Água-marinha,Grota do Cantinho,Padre Paraíso,"-17,037554","-41,420712"
Garimpo ativo,Água-marinha,Ribeirão I,Novo Oriente de Minas,"-17,083584","-41,259551"
Garimpo ativo,Água-marinha,Córrego Vinhático,Caraí,"-17,072261","-41,357542"
Garimpo inativo,Água-marinha,Chapada Pauzinho,Caraí,"-17,139925","-41,410592"
Garimpo inativo,Água-marinha,Córrego do Gil,Caraí,"-17,142007","-41,377417"
Garimpo ativo,Água-marinha,Costas I,Caraí,"-17,176627","-41,432988"
Garimpo ativo,Água-marinha,Caianas,Caraí,"-17,183873","-41,448503"
Garimpo ativo,Água-marinha,Felipe,Caraí,"-17,216303","-41,454202"
Garimpo inativo,Água-marinha,Córrego do Josué,Caraí,"-17,225521","-41,444916"
Garimpo ativo,Água-marinha,Mata Fria I,Caraí,"-17,213074","-41,429273"
Garimpo ativo,Água-marinha,Canabrava,Ponto dos Volantes,"-17,029213","-41,434604"
Garimpo ativo,Água-marinha,Córrego Arrozal,Padre Paraíso,"-17,077993","-41,496665"
Garimpo ativo,Água-marinha,Nem Preto,Caraí,"-17,167501","-41,49398"
Garimpo ativo,Água-marinha,Córrego São José,Caraí,"-17,131401","-41,474654"
Garimpo inativo,Água-marinha,Córrego Pau d’Alho,Caraí,"-17,118518","-41,493317"
Garimpo inativo,Água-marinha,Córrego Paineira,Padre Paraíso,"-17,060499","-41,468505"
Garimpo inativo,Água-marinha,Córrego da Inveja I,Caraí,"-17,187184","-41,55081"
Garimpo inativo,Água-marinha,Lambaia,Caraí,"-17,204755","-41,519664"
Garimpo inativo,Água-marinha,Pica-Pau (Manuel Maciel),Caraí,"-17,20514","-41,424245"
Garimpo inativo,Água-marinha,Ribeirão Santana,Caraí,"-17,119088","-41,388408"
Garimpo ativo,Água-marinha,Córrego da Lama II,Caraí,"-17,266389","-41,539104"
Garimpo inativo,Água-marinha,Grota da Gelina,Caraí,"-17,281562","-41,534903"
Garimpo inativo,Água-marinha,Córrego Cascalho I,Caraí,"-17,267937","-41,548808"
Garimpo ativo,Água-marinha,Córrego Cascalho II,Caraí,"-17,243147","-41,554294"
Garimpo inativo,Água-marinha,Córrego Santa Cruz I,Caraí,"-17,296493","-41,519039"
Garimpo inativo,Água-marinha,Cascalho,Caraí,"-17,197976","-41,555205"
Garimpo inativo,Água-marinha,Cabeceira Cascalho,Caraí,"-17,230727","-41,542291"
Garimpo inativo,Água-marinha,Córrego do Lutero I,Catuji,"-17,3481","-41,401691"
Garimpo ativo,Água-marinha,Córrego Comprido,Catuji,"-17,343874","-41,42781"
Garimpo inativo,Água-marinha,Córrego da Onça I,Caraí,"-17,28625","-41,435732"
Garimpo inativo,Água-marinha,Formoso,Catuji,"-17,314985","-41,537382"
Garimpo inativo,Água-marinha,Manoel Dias,Catuji,"-17,354004","-41,502133"
Garimpo inativo,Água-marinha,Cipó,Catuji,"-17,355531","-41,483964"
Garimpo inativo,Água-marinha,Córrego Manilha,Catuji,"-17,330641","-41,509113"
Garimpo inativo,Água-marinha,Estrada da Torre,Catuji,"-17,34258","-41,511364"
Garimpo inativo,Água-marinha,Torre Embratel,Catuji,"-17,346029","-41,501432"
Garimpo inativo,Água-marinha,Pioneira,Catuji,"-17,340435","-41,503115"
Garimpo inativo,Água-marinha,Cabeceira do Pontal,Catuji,"-17,330074","-41,53049"
Garimpo inativo,Água-marinha,Córrego Formoso I,Catuji,"-17,311368","-41,547647"
Garimpo inativo,Água-marinha,Santa Cruz Formoso,Catuji,"-17,317454","-41,509846"
Garimpo inativo,Água-marinha,Olímpio,Catuji,"-17,310842","-41,517824"
Garimpo inativo,Água-marinha,Córrego Fumaça I,Catuji,"-17,334769","-41,517718"
Garimpo inativo,Água-marinha,Pontalite,Catuji,"-17,340667","-41,529911"
Garimpo inativo,Água-marinha,Dazinho,Catuji,"-17,356197","-41,505896"
Garimpo inativo,Água-marinha,Chiqueirão,Teófilo Otoni,"-17,412222","-41,389741"
Garimpo inativo,Água-marinha,Surucucu,Teófilo Otoni,"-17,457817","-41,392952"
Garimpo inativo,Água-marinha,Corr. Cilindro I,Novo Oriente de Minas,"-17,117845","-41,333118"
Garimpo inativo,Água-marinha,Corr. Mandiocal,Novo Oriente de Minas,"-17,119214","-41,328814"
Mina ativa,Água-marinha,Maria Joana II,Novo Oriente de Minas,"-17,115019","-41,30228"
Mina inativa,Água-marinha,Moreno,Caraí,"-17,135734","-41,328118"
Garimpo inativo,Água-marinha,Cor. Macaquinho,Novo Oriente de Minas,"-17,151243","-41,257428"
Garimpo inativo,Água-marinha,Cor. Curindiba,Novo Oriente de Minas,"-17,17505","-41,271614"
Garimpo inativo,Água-marinha,Corr. Prata,Novo Oriente de Minas,"-17,178736","-41,277138"
Garimpo inativo,Água-marinha,São Fidelis I,Ataléia,"-18,153861","-41,275321"
Garimpo inativo,Água-marinha,Caiana,Ataléia,"-18,139521","-41,284932"
Garimpo inativo,Água-marinha,Altino,Ataléia,"-18,151662","-41,28937"
Garimpo inativo,Água-marinha,Pamonha,Ataléia,"-18,123197","-41,170289"
Garimpo ativo,Água-marinha,Avião I,Ataléia,"-18,026723","-41,179801"
Garimpo inativo,Água-marinha,Dona Zitinha,Ataléia,"-18,022755","-41,121486"
Garimpo inativo,Água-marinha,Vila Rica,Ataléia,"-18,052628","-41,142044"
Garimpo inativo,Água-marinha,Lavra das Mulheres,Ataléia,"-17,984878","-41,11063"
Garimpo ativo,Água-marinha,Chapada de Ataléia I,Ataléia,"-18,045394","-41,104872"
Garimpo ativo,Água-marinha,Chapada de Ataléia II,Ataléia,"-18,049013","-41,103537"
Garimpo inativo,Água-marinha,Córrego Norte,Ataléia,"-18,085879","-41,095248"
Garimpo inativo,Água-marinha,Mercúrio,Ataléia,"-18,063484","-41,090364"
Garimpo ativo,Água-marinha,Córrego Areia,Ataléia,"-18,128379","-41,134235"
Garimpo ativo,Água-marinha,Fazenda Recreio,Ataléia,"-18,143792","-41,141319"
Garimpo inativo,Água-marinha,Maravilha I,Ataléia,"-18,178941","-41,129122"
Garimpo ativo,Água-marinha,Bananal II,Ataléia,"-18,040917","-41,155387"
Garimpo inativo,Água-marinha,Toca,Caraí,"-17,236888","-41,346011"
Garimpo inativo,Água-marinha,Fazenda Jenipapo,Frei Gaspar,"-18,066723","-41,48338"
Garimpo ativo,Água-marinha,Ataide I,Aimorés,"-19,563352","-41,252465"
Garimpo ativo,Água-marinha,Sr. Antônio,Aimorés,"-19,566342","-41,248114"
Garimpo inativo,Água-marinha,Generosa,Sabinópolis,"-18,68592","-43,205967"
Garimpo ativo,Água-marinha,Safirão,São José da Safira,"-18,271292","-42,174189"
Garimpo ativo,Água-marinha,Alair,São José da Safira,"-18,311721","-42,100401"
Garimpo ativo,Água-marinha,Zé Alemão,Água Boa,"-18,239395","-42,088318"
Garimpo inativo,Água-marinha,Cassiano,São José da Safira,"-18,353974","-42,107365"
Garimpo ativo,Água-marinha,Chafic,São José da Safira,"-18,267807","-42,161382"
Garimpo ativo,Água-marinha,Pederneira II,São José da Safira,"-18,267807","-42,161382"
Garimpo ativo,Água-marinha,Criminoso,Água Boa,"-18,188111","-42,100894"
Garimpo ativo,Água-marinha,Palmeira,Água Boa,"-18,198719","-42,139244"
Garimpo ativo,Água-marinha,Braga,Santa Maria do Suaçuí,"-18,364014","-42,285739"
Garimpo inativo,Água-marinha,Goiabeira,São José da Safira,"-18,344956","-42,138594"
Garimpo inativo,Água-marinha,Morcego,São José da Safira,"-18,389754","-42,093641"
Garimpo ativo,Água-marinha,Molhado,São José da Safira,"-18,329807","-42,096904"
Mina ativa,Água-marinha,Rolador,São José da Safira,"-18,264934","-42,186323"
Mina ativa,Água-marinha,Cruzeiro,São José da Safira,"-18,264817","-42,188234"
Garimpo inativo,Água-marinha,José Gonçalves,São José da Safira,"-18,271407","-42,127355"
Mina ativa,Água-marinha,Pau d’Alho,Franciscópolis,"-18,067345","-42,025987"
Mina ativa,Água-marinha,Faria II / Giovani,Governador Valadares,"-18,729186","-42,084643"
Mina ativa,Água-marinha,Olho de Gato,Governador Valadares,"-18,819993","-42,087375"
Mina ativa,Água-marinha,Ferreirinha I,Governador Valadares,"-18,731628","-42,094741"
Mina ativa,Água-marinha,Ipê,Governador Valadares,"-18,743828","-42,106568"
Garimpo ativo,Água-marinha,Japonês,Governador Valadares,"-18,726388","-42,075443"
Garimpo inativo,Água-marinha,Bananal,Nacip Raydan,"-18,467642","-42,204333"
Garimpo ativo,Água-marinha,Veadinho I,Marilac,"-18,458365","-42,106036"
Garimpo ativo,Água-marinha,Verde,Nacip Raydan,"-18,473296","-42,151743"
Garimpo ativo,Água-marinha,Rasga Saco,Nacip Raydan,"-18,485734","-42,132347"
Garimpo inativo,Água-marinha,Alcobaça,Nacip Raydan,"-18,502223","-42,226231"
Garimpo inativo,Água-marinha,Santa Rita do Rio do Peixe,Conceição do Mato Dentro,"-19,135239","-43,162976"
Mina inativa,Água-marinha,Fazenda Retiro das Posses,Conceição do Mato Dentro,"-19,209955","-43,160873"
Garimpo inativo,Água-marinha,Córrego das Posses,Conceição do Mato Dentro,"-19,217182","-43,166309"
Mina inativa,Água-marinha,Fazenda Caracol / Brejaúba,Conceição do Mato Dentro,"-19,215242","-43,144087"
Garimpo inativo,Água-marinha,Córrego Brejaúba,Conceição do Mato Dentro,"-19,212493","-43,126079"
Garimpo inativo,Água-marinha,Córrego da Areia,Conceição do Mato Dentro,"-19,179127","-43,149645"
Garimpo ativo,Água-marinha,Cafezeiro (Lambari),Conceição do Mato Dentro,"-19,15218","-43,169642"
Garimpo ativo,Água-marinha,Ponte da Raiz,Santa Maria de Itabira,"-19,397749","-43,084088"
Garimpo inativo,Água-marinha,Fazenda São Marcos,Santa Maria de Itabira,"-19,424158","-43,066592"
Garimpo ativo,Água-marinha,Fazenda Jatobá,Santa Maria de Itabira,"-19,373272","-43,038639"
Garimpo ativo,Água-marinha,Córrego das Flores,Santa Maria de Itabira,"-19,371691","-43,059598"
Garimpo inativo,Água-marinha,Paiol,Antônio Dias,"-19,445102","-43,047699"
Garimpo inativo,Água-marinha,Córrego Barro Preto,Antônio Dias,"-19,459152","-43,044646"
Garimpo inativo,Água-marinha,Ribeirão Passabem / Fazenda Barraca,Ferros,"-19,371009","-43,080546"
Garimpo inativo,Água-marinha,Fazenda Barraca,Ferros,"-19,333851","-43,072416"
Garimpo inativo,Água-marinha,Taboca / Gomes,Ferros,"-19,172038","-43,01584"
Garimpo inativo,Água-marinha,Gomes,Ferros,"-19,174828","-43,022414"
Garimpo inativo,Água-marinha,Fazenda Secundo / Itauninha,Santa Maria de Itabira,"-19,396072","-43,058804"
Garimpo inativo,Água-marinha,Fazenda Fartura,Santa Maria de Itabira,"-19,401079","-43,05825"
Garimpo inativo,Água-marinha,Fazenda Morro Escuro,Santa Maria de Itabira,"-19,390526","-43,091312"
Garimpo inativo,Água-marinha,Fazenda Bolivar,Santa Maria de Itabira,"-19,315276","-43,021596"
Garimpo inativo,Água-marinha,Córrego das Rosas,Passabém,"-19,366135","-43,132953"
Garimpo inativo,Água-marinha,Fazenda das Flechas,Ferros,"-19,277743","-43,106863"
Garimpo inativo,Água-marinha,Tiririca,São Sebastião do Rio Preto,"-19,290742","-43,136664"
Garimpo inativo,Água-marinha,Fazenda do Salto,Ferros,"-19,292004","-43,041512"
Garimpo inativo,Água-marinha,Fazenda Contendas,Santa Maria de Itabira,"-19,298188","-43,028528"
Garimpo inativo,Água-marinha,Fazenda Cotia / Rio Tanque,Ferros,"-19,32325","-43,049085"
Garimpo inativo,Água-marinha,Córrego Duas Barras I,Ferros,"-19,299693","-43,039917"
Garimpo inativo,Água-marinha,Sentinela,Ferros,"-19,213017","-43,016319"
Garimpo inativo,Água-marinha,Rodrigues,Ferros,"-19,110509","-43,080246"
Garimpo inativo,Água-marinha,Fazenda Boa Vista,Ferros,"-19,118022","-43,08436"
Garimpo inativo,Água-marinha,Fazenda Bahia,Santa Maria de Itabira,"-19,315371","-43,030415"
Garimpo inativo,Água-marinha,Córrego Cachoeira / Providência,Santa Maria de Itabira,"-19,310637","-43,010368"
Garimpo inativo,Água-marinha,Chico Bento,Santa Maria de Itabira,"-19,370525","-43,017694"
Garimpo inativo,Água-marinha,Fazenda Macuco,Santa Maria de Itabira,"-19,42108","-43,053252"
Garimpo inativo,Água-marinha,Córrego Bernarda,Santa Maria de Itabira,"-19,408299","-43,039085"
Garimpo inativo,Água-marinha,Itauninha / Córrego dos Motas,Santa Maria de Itabira,"-19,411349","-43,033803"
Garimpo inativo,Água-marinha,Coité,Santa Maria de Itabira,"-19,387098","-42,940277"
Garimpo inativo,Água-marinha,Patrimônio / Fazenda Providência,Santa Maria de Itabira,"-19,335037","-42,994847"
Garimpo ativo,Água-marinha,Dimas,Itabira,"-19,654626","-43,105285"
Garimpo ativo,Água-marinha,Quilombo,Nova Era,"-19,67217","-43,050571"
Garimpo inativo,Água-marinha,Ita Sul,Nova Era,"-19,602578","-43,028792"
Garimpo ativo,Água-marinha,Mendonça,Santa Maria de Itabira,"-19,455885","-43,071931"
Mina inativa,Água-marinha,Danilo,Nova Era,"-19,702524","-43,071806"
Mina ativa,Água-marinha,Fogo do Raio,Nova Era,"-19,584933","-43,013692"
Garimpo inativo,Água-marinha,Providência,Santa Maria de Itabira,"-19,321342","-42,998059"
Mina ativa,Água-marinha,Sapé / Joãozinho,Santa Maria de Itabira,"-19,316206","-42,97462"
Mina ativa,Água-marinha,Milton / Sapé,Santa Maria de Itabira,"-19,311263","-42,967954"
Garimpo inativo,Água-marinha,Patrimônio,Santa Maria de Itabira,"-19,315435","-42,961385"
Garimpo inativo,Água-marinha,Sapé / Córrego Moinho,Santa Maria de Itabira,"-19,311407","-42,965517"
Garimpo inativo,Água-marinha,Sapé Titino,Santa Maria de Itabira,"-19,302993","-42,99362"
Garimpo ativo,Água-marinha,Fazenda Limeira,Santa Maria de Itabira,"-19,482158","-42,980365"
Garimpo inativo,Água-marinha,Jair Ribeiro,Ferros,"-19,218692","-42,912479"
Garimpo inativo,Água-marinha,Fazenda São Vicente de Paula,Ferros,"-19,235744","-42,941811"
Garimpo inativo,Água-marinha,Zé Juquinha,Ferros,"-19,217751","-42,980812"
Garimpo ativo,Água-marinha,Alegre / Tião,Ferros,"-19,138372","-42,966344"
Garimpo inativo,Água-marinha,Taboão,Ferros,"-19,273273","-42,994391"
Garimpo inativo,Água-marinha,Limeira,Santa Maria de Itabira,"-19,481982","-42,980758"
Garimpo inativo,Água-marinha,Córrego das Pedras,Santa Maria de Itabira,"-19,470532","-42,994909"
Garimpo ativo,Água-marinha,Marcil,Antônio Dias,"-19,542315","-43,023532"
Garimpo inativo,Água-marinha,Fazenda da Barra,Santa Maria de Itabira,"-19,439829","-42,974557"
Mina ativa,Água-marinha,Mineração Tatu,Santa Maria de Itabira,"-19,415501","-42,976791"
Garimpo ativo,Água-marinha,Toco,Nova Era,"-19,754391","-42,938046"
Garimpo inativo,Água-marinha,Fazenda Paiva,Marliéria,"-19,708728","-42,761461"
Garimpo inativo,Água-marinha,Madureira,Antônio Dias,"-19,704753","-42,879543"
Garimpo inativo,Água-marinha,Fazenda Taquaral,Antônio Dias,"-19,711447","-42,827591"
Garimpo ativo,Água-marinha,Serra João Ferreira II,São Domingos do Prata,"-19,812567","-42,923859"
Garimpo inativo,Água-marinha,Fazenda Bomba,Antônio Dias,"-19,599191","-42,847382"
Garimpo inativo,Água-marinha,Pau gigante,Dionísio,"-19,856773","-42,689958"
Garimpo inativo,Água-marinha,Recreio II,Dionísio,"-19,853183","-42,795112"
Garimpo inativo,Água-marinha,Ambrózio,Raul Soares,"-19,876771","-42,368168"
Garimpo inativo,Água-marinha,Santa Tereza,Bom Jesus do Galho,"-19,861589","-42,286689"
Garimpo ativo,Água-marinha,Córrego da Sobra,Caratinga,"-19,890285","-42,196529"
Garimpo inativo,Água-marinha,Córr. Dos Gomes,Caratinga,"-19,923119","-42,234451"
Garimpo inativo,Água-marinha,Córr. Da Ferrugem,Bom Jesus do Galho,"-19,910803","-42,25474"
Garimpo inativo,Água-marinha,Córr. Da Bandeirinha,Caratinga,"-19,86295","-42,197898"
Garimpo inativo,Água-marinha,Faz. Campo Grande,Raul Soares,"-19,963447","-42,227856"
Garimpo inativo,Água-marinha,Edu I,Bom Jesus do Galho,"-19,700341","-42,36242"
Garimpo inativo,Água-marinha,Pedro Gonçalves,Bom Jesus do Galho,"-19,703558","-42,306717"
Garimpo inativo,Água-marinha,Córrego do Barreiro,Bom Jesus do Galho,"-19,690139","-42,277895"
Garimpo inativo,Água-marinha,Indaiá,Vargem Alegre,"-19,610664","-42,380123"
Mina ativa,"Água-marinha, amazonita",Tatu / Lajedo,Santa Maria de Itabira,"-19,416044","-42,976851"
Mina ativa,"Água-marinha, topázio",Mangueirão I,Caraí,"-17,198233","-41,478228"
Garimpo ativo,"Água-marinha, topázio",Urubu,Catuji,"-17,339509","-41,489701"
Mina ativa,"Água-marinha, turmalina",Golconda I /Ailton,Governador Valadares,"-18,699447","-42,071358"
Mina ativa,Água mineral,Sítio Santo Antônio,Jacutinga,"-22,283764","-46,654471"
Mina ativa,Água mineral,Balneário de Pocinhos do Rio Verde,Caldas,"-21,933902","-46,421412"
Mina ativa,Água mineral,Pocinhos do Rio Verde,Belmiro Braga,"-21,934271","-43,421859"
Mina ativa,Água mineral,Estância São Luiz,Juiz de Fora,"-21,681686","-43,325635"
Mina ativa,Água mineral,Fonte Rio Claro I,Delfim Moreira,"-22,407817","-45,285102"
Mina ativa,Água mineral,Fazenda Bálsamo,Matutina,"-19,217501","-45,930234"
Mina ativa,Água mineral,Água Santa,Cássia,"-20,554921","-47,024607"
Mina ativa,Água mineral,Sítio das Amoras,Sete Lagoas,"-19,522423","-44,200414"
Mina ativa,Água mineral,Fazenda da Cachoana ou Cachoeira,São Joaquim de Bicas,"-20,071037","-44,221805"
Mina ativa,Água mineral,Fonte Santa Rita,Chácara,"-21,666048","-43,267912"
Mina ativa,Água mineral,"Parque das Águas, Serra da Conquista",Brumadinho,"-20,128537","-44,300972"
Mina ativa,Água mineral,Fazenda Vista Alegre,Igarapé,"-20,111385","-44,305653"
Mina ativa,Água mineral,Sítio Jaguari,Extrema,"-22,84049","-46,309331"
Mina ativa,Água mineral,Fonte Água da Vida,Simão Pereira,"-21,957716","-43,319024"
Mina ativa,Água mineral,"Fazenda Boa Sorte,",Resplendor,"-19,251594","-41,342889"
Mina ativa,Água mineral,Fazenda Santa Maria,Matipó,"-20,269098","-42,364012"
Mina ativa,Água mineral,Distrito de Santa Teresinha de Minas,Itatiaiuçu,"-20,273537","-44,450974"
Mina ativa,Água mineral,Fonte dos Amores,Poços de Caldas,"-21,78104","-46,570996"
Mina ativa,Água mineral,Sítio das Bicas,Barbacena,"-21,308823","-43,608192"
Mina ativa,Água mineral,Engenho da Serra,Itamonte,"-22,348269","-44,788205"
Mina ativa,Água mineral,Fazenda Gangorra,Grão Mogol,"-16,553798","-42,851785"
Mina ativa,Água mineral,Aflitos,Alfenas,"-21,404928","-45,922378"
Mina ativa,Água mineral,Córrego das Pedras,Pouso Alto,"-22,174548","-44,969765"
Mina ativa,Água mineral,Córrego do Sapo,Paula Cândido,"-20,869655","-42,989019"
Mina ativa,Água mineral,Fonte Quintas Del Rey,Uberaba,"-19,797884","-48,016929"
Mina ativa,Água mineral,Parque das Águas de Lambari,Lambari,"-21,973558","-45,350169"
Mina ativa,Água mineral,Fonte São João Batista,São Lourenço,"-22,114932","-45,057822"
Mina ativa,Água mineral,Fonte Olhos D’Água,Itaúna,"-20,100219","-44,514621"
Mina ativa,Água mineral,Fonte Água Leve,Jacutinga,"-22,249097","-46,650443"
Mina ativa,Água mineral,Pontal,Ponte Nova,"-20,343541","-42,91735"
Mina ativa,Água mineral,Fazenda Santa Cruz,Coromandel,"-18,266076","-47,087102"
Mina ativa,Água mineral,Fonte Anjo da Guarda,Conselheiro Lafaiete,"-20,706041","-43,794025"
Mina ativa,Água mineral,Fazenda Sete Capotes,Varginha,"-21,619375","-45,430986"
Mina ativa,Água mineral,Boa Vista – Indaiá,Juatuba,"-19,944369","-44,421251"
Mina ativa,Água mineral,Fonte Faisqueira,Pouso Alegre,"-22,20771","-45,902936"
Mina ativa,Água mineral,Fazenda Rio do Peixe ou Rio Doce,Nova Era,"-19,731585","-43,036475"
Mina ativa,Água termal,Parque das Águas de Contendas,Conceição do Rio Verde,"-21,896905","-45,020261"
Mina ativa,Água termal,Balneário e Thermas de Poços de Caldas,Poços de Caldas,"-21,789901","-46,564774"
Mina ativa,Água termal,Parque das Águas de Cambuquira,Cambuquira,"-21,854162","-45,292477"
Mina ativa,Água termal,Parque das Águas do Marimbeiro,Cambuquira,"-21,853148","-45,313002"
Mina ativa,"Água termal, Água mineral",Parque das Águas de Caxambu,Caxambu,"-21,982878","-44,938122"
Mina ativa,"Água termal, Água mineral",Parque das Águas de São Lourenço,São Lourenço,"-22,10899","-45,056929"
Mina ativa,"Água termal, Água mineral",Estância Serra Negra,Patrocínio,"-18,868219","-46,848323"
Mina ativa,"Água termal, Água mineral",Córrego Caixa D’água,Passa Quatro,"-22,394208","-44,971385"
Mina ativa,"Água termal, Água mineral",Barreiro do Araxá,Araxá,"-19,650509","-46,948302"
Mina ativa,"Água termal, Água mineral",Balneário Águas Santas,Tiradentes,"-21,096105","-44,202004"
Mina ativa,"Água termal, Água mineral",Estância Baneária Termópolis,São Sebastião do Paraíso,"-20,947902","-46,840152"
Garimpo inativo,Alexandrita,Ribeirão II,Caraí,"-17,077856","-41,354137"
Mina ativa,Alexandrita,Esmeralda de Ferros,Ferros,"-19,337102","-42,892889"
Garimpo ativo,Alexandrita,Fazenda Limeira I,Santa Maria de Itabira,"-19,482158","-42,980365"
